uid,price,allbuy,a0_2_age,total_duration,treated_peer,treatment,c1_5a_BE,edu_years_BE,overall,skepz
1016015,290,0,45,75.966667,0,2,8.6,0,11,1
1016015,240,0,45,75.966667,0,2,8.6,0,11,1
1016015,90,0,45,75.966667,0,2,8.6,0,11,1
1016015,140,0,45,75.966667,0,2,8.6,0,11,1
1016015,490,0,45,75.966667,0,2,8.6,0,11,1
1016016,140,1,26,0,0,1,4,0,10,0
1016017,190,0,31.5,0,0,3,1.2,0,11,1
1016017,40,0,31.5,0,0,3,1.2,0,11,1
1016017,290,0,31.5,0,0,3,1.2,0,11,1
1016017,90,0,31.5,0,0,3,1.2,0,11,1
1016017,240,0,31.5,0,0,3,1.2,0,11,1
1016017,390,0,31.5,0,0,3,1.2,0,11,1
1016017,490,0,31.5,0,0,3,1.2,0,11,1
1016017,140,0,31.5,0,0,3,1.2,0,11,1
1016019,240,0,35,5.8000002,0,1,4,0,7,0
1016019,290,0,35,5.8000002,0,1,4,0,7,0
1016019,40,0,35,5.8000002,0,1,4,0,7,0
1016019,490,0,35,5.8000002,0,1,4,0,7,0
1016019,90,0,35,5.8000002,0,1,4,0,7,0
1016019,390,0,35,5.8000002,0,1,4,0,7,0
1016019,190,0,35,5.8000002,0,1,4,0,7,0
1016019,140,0,35,5.8000002,0,1,4,0,7,0
1016020,90,0,75,154.98334,0,2,6,7,10,0
1016020,240,0,75,154.98334,0,2,6,7,10,0
1016020,40,0,75,154.98334,0,2,6,7,10,0
1016020,290,0,75,154.98334,0,2,6,7,10,0
1016020,390,0,75,154.98334,0,2,6,7,10,0
1016020,490,0,75,154.98334,0,2,6,7,10,0
1016020,190,0,75,154.98334,0,2,6,7,10,0
1016020,140,0,75,154.98334,0,2,6,7,10,0
1016021,190,0,36,0,1,3,1.4,0,10,0
1016021,40,1,36,0,1,3,1.4,0,10,0
1016021,90,0,36,0,1,3,1.4,0,10,0
1016021,390,0,36,0,1,3,1.4,0,10,0
1016021,140,0,36,0,1,3,1.4,0,10,0
1016021,240,0,36,0,1,3,1.4,0,10,0
1016021,290,0,36,0,1,3,1.4,0,10,0
1016021,490,0,36,0,1,3,1.4,0,10,0
1016022,390,0,35,0,0,3,1.2,0,14,0
1016022,140,0,35,0,0,3,1.2,0,14,0
1016022,290,0,35,0,0,3,1.2,0,14,0
1016022,190,0,35,0,0,3,1.2,0,14,0
1016022,490,0,35,0,0,3,1.2,0,14,0
1016022,90,0,35,0,0,3,1.2,0,14,0
1016022,240,0,35,0,0,3,1.2,0,14,0
1016022,40,0,35,0,0,3,1.2,0,14,0
1016023,90,0,47.5,0,0,3,10.2,0,9,0
1016023,240,0,47.5,0,0,3,10.2,0,9,0
1016023,40,0,47.5,0,0,3,10.2,0,9,0
1016023,390,0,47.5,0,0,3,10.2,0,9,0
1016023,190,0,47.5,0,0,3,10.2,0,9,0
1016023,290,0,47.5,0,0,3,10.2,0,9,0
1016023,140,0,47.5,0,0,3,10.2,0,9,0
1016023,490,0,47.5,0,0,3,10.2,0,9,0
1016024,240,0,70,9.1333332,0,1,1.8,10,7,1
1016024,390,0,70,9.1333332,0,1,1.8,10,7,1
1016024,140,0,70,9.1333332,0,1,1.8,10,7,1
1016024,190,0,70,9.1333332,0,1,1.8,10,7,1
1016024,40,0,70,9.1333332,0,1,1.8,10,7,1
1016024,90,0,70,9.1333332,0,1,1.8,10,7,1
1016024,490,0,70,9.1333332,0,1,1.8,10,7,1
1016024,290,0,70,9.1333332,0,1,1.8,10,7,1
1016025,190,0,40,73.416664,0,1,2.8,1,8,1
1016025,390,0,40,73.416664,0,1,2.8,1,8,1
1016025,90,0,40,73.416664,0,1,2.8,1,8,1
1016025,140,0,40,73.416664,0,1,2.8,1,8,1
1016025,40,0,40,73.416664,0,1,2.8,1,8,1
1016025,240,0,40,73.416664,0,1,2.8,1,8,1
1016025,490,0,40,73.416664,0,1,2.8,1,8,1
1016025,290,0,40,73.416664,0,1,2.8,1,8,1
1016026,40,1,30,35.933334,0,2,1.2,6,9,1
1016026,490,0,30,35.933334,0,2,1.2,6,9,1
1016026,240,0,30,35.933334,0,2,1.2,6,9,1
1016026,140,0,30,35.933334,0,2,1.2,6,9,1
1016026,290,0,30,35.933334,0,2,1.2,6,9,1
1016026,390,0,30,35.933334,0,2,1.2,6,9,1
1016026,190,0,30,35.933334,0,2,1.2,6,9,1
1016026,90,0,30,35.933334,0,2,1.2,6,9,1
1016028,240,1,45,0,0,3,9,0,15,0
1016029,390,0,40,0,0,3,2.8,3,15,0
1016029,240,0,40,0,0,3,2.8,3,15,0
1016029,290,0,40,0,0,3,2.8,3,15,0
1016029,40,0,40,0,0,3,2.8,3,15,0
1016029,490,0,40,0,0,3,2.8,3,15,0
1016029,140,0,40,0,0,3,2.8,3,15,0
1016029,90,0,40,0,0,3,2.8,3,15,0
1016029,190,0,40,0,0,3,2.8,3,15,0
1016032,140,0,51,0,1,3,2.8,7,9,1
1016032,190,0,51,0,1,3,2.8,7,9,1
1016032,290,0,51,0,1,3,2.8,7,9,1
1016032,40,1,51,0,1,3,2.8,7,9,1
1016032,90,0,51,0,1,3,2.8,7,9,1
1016032,390,0,51,0,1,3,2.8,7,9,1
1016032,240,0,51,0,1,3,2.8,7,9,1
1016032,490,0,51,0,1,3,2.8,7,9,1
1016034,140,1,50,1113.4333,0,2,.8,3,22,0
1016037,90,0,50,0,0,2,2.8,0,12,0
1016037,40,1,50,0,0,2,2.8,0,12,0
1016037,190,0,50,0,0,2,2.8,0,12,0
1016037,490,0,50,0,0,2,2.8,0,12,0
1016037,290,0,50,0,0,2,2.8,0,12,0
1016037,140,0,50,0,0,2,2.8,0,12,0
1016037,240,0,50,0,0,2,2.8,0,12,0
1016037,390,0,50,0,0,2,2.8,0,12,0
1019001,90,0,55,0,0,3,1.4,5,14,0
1019001,190,0,55,0,0,3,1.4,5,14,0
1019001,290,0,55,0,0,3,1.4,5,14,0
1019001,140,0,55,0,0,3,1.4,5,14,0
1019001,240,0,55,0,0,3,1.4,5,14,0
1019001,390,0,55,0,0,3,1.4,5,14,0
1019001,40,0,55,0,0,3,1.4,5,14,0
1019001,490,0,55,0,0,3,1.4,5,14,0
1019002,240,0,45,0,0,1,9.6,4,8,0
1019003,140,0,48,30.933332,1,2,6.4,7,19,0
1019003,90,0,48,30.933332,1,2,6.4,7,19,0
1019003,40,0,48,30.933332,1,2,6.4,7,19,0
1019003,240,0,48,30.933332,1,2,6.4,7,19,0
1019003,490,0,48,30.933332,1,2,6.4,7,19,0
1019003,190,0,48,30.933332,1,2,6.4,7,19,0
1019003,390,0,48,30.933332,1,2,6.4,7,19,0
1019003,290,0,48,30.933332,1,2,6.4,7,19,0
1019004,90,1,90,1.2666667,0,2,9.199999999999999,0,17,0
1019005,90,1,60,.33333334,0,2,2.4,0,9,0
1019006,40,1,60,2.9666667,0,2,9.6,0,15,0
1019006,390,0,60,2.9666667,0,2,9.6,0,15,0
1019006,140,1,60,2.9666667,0,2,9.6,0,15,0
1019006,240,1,60,2.9666667,0,2,9.6,0,15,0
1019006,490,0,60,2.9666667,0,2,9.6,0,15,0
1019006,90,1,60,2.9666667,0,2,9.6,0,15,0
1019006,290,1,60,2.9666667,0,2,9.6,0,15,0
1019006,190,1,60,2.9666667,0,2,9.6,0,15,0
1019007,40,1,45,0,0,3,.7,9,19,0
1019008,40,1,35,0,0,3,4,3,14,0
1019008,290,0,35,0,0,3,4,3,14,0
1019008,190,1,35,0,0,3,4,3,14,0
1019008,240,0,35,0,0,3,4,3,14,0
1019008,90,1,35,0,0,3,4,3,14,0
1019008,140,1,35,0,0,3,4,3,14,0
1019008,390,0,35,0,0,3,4,3,14,0
1019008,490,0,35,0,0,3,4,3,14,0
1019009,290,0,36,.44999999,0,1,2,8,15,1
1019009,490,0,36,.44999999,0,1,2,8,15,1
1019009,190,0,36,.44999999,0,1,2,8,15,1
1019009,390,0,36,.44999999,0,1,2,8,15,1
1019009,140,0,36,.44999999,0,1,2,8,15,1
1019009,90,0,36,.44999999,0,1,2,8,15,1
1019009,40,0,36,.44999999,0,1,2,8,15,1
1019009,240,0,36,.44999999,0,1,2,8,15,1
1019010,490,0,72.5,4.8666668,0,1,5.4,4,14,1
1019010,240,1,72.5,4.8666668,0,1,5.4,4,14,1
1019010,290,1,72.5,4.8666668,0,1,5.4,4,14,1
1019010,190,1,72.5,4.8666668,0,1,5.4,4,14,1
1019010,40,1,72.5,4.8666668,0,1,5.4,4,14,1
1019010,90,1,72.5,4.8666668,0,1,5.4,4,14,1
1019010,390,0,72.5,4.8666668,0,1,5.4,4,14,1
1019010,140,1,72.5,4.8666668,0,1,5.4,4,14,1
1019012,290,0,45,0,0,3,10,0,23,1
1019012,140,0,45,0,0,3,10,0,23,1
1019012,240,0,45,0,0,3,10,0,23,1
1019012,390,0,45,0,0,3,10,0,23,1
1019012,490,0,45,0,0,3,10,0,23,1
1019012,90,0,45,0,0,3,10,0,23,1
1019012,40,0,45,0,0,3,10,0,23,1
1019012,190,0,45,0,0,3,10,0,23,1
1019013,240,0,48,0,1,3,1,0,24,1
1019013,90,0,48,0,1,3,1,0,24,1
1019013,290,0,48,0,1,3,1,0,24,1
1019013,390,0,48,0,1,3,1,0,24,1
1019013,140,0,48,0,1,3,1,0,24,1
1019013,190,0,48,0,1,3,1,0,24,1
1019013,40,1,48,0,1,3,1,0,24,1
1019013,490,0,48,0,1,3,1,0,24,1
1019014,290,0,65,0,0,3,3.6,3,14,0
1019014,90,0,65,0,0,3,3.6,3,14,0
1019014,390,0,65,0,0,3,3.6,3,14,0
1019014,490,0,65,0,0,3,3.6,3,14,0
1019014,140,0,65,0,0,3,3.6,3,14,0
1019014,240,0,65,0,0,3,3.6,3,14,0
1019014,40,0,65,0,0,3,3.6,3,14,0
1019014,190,0,65,0,0,3,3.6,3,14,0
1019015,240,1,51,138.66667,0,1,5.6,8,22,0
1019016,490,0,40,0,1,2,2,16,30,0
1019016,290,0,40,0,1,2,2,16,30,0
1019016,140,0,40,0,1,2,2,16,30,0
1019016,90,1,40,0,1,2,2,16,30,0
1019016,40,1,40,0,1,2,2,16,30,0
1019016,390,0,40,0,1,2,2,16,30,0
1019016,240,0,40,0,1,2,2,16,30,0
1019016,190,0,40,0,1,2,2,16,30,0
1019019,240,1,77.5,262.95001,0,2,5,3,16,0
1019019,390,1,77.5,262.95001,0,2,5,3,16,0
1019019,290,1,77.5,262.95001,0,2,5,3,16,0
1019019,140,1,77.5,262.95001,0,2,5,3,16,0
1019019,90,1,77.5,262.95001,0,2,5,3,16,0
1019019,490,1,77.5,262.95001,0,2,5,3,16,0
1019019,40,1,77.5,262.95001,0,2,5,3,16,0
1019019,190,1,77.5,262.95001,0,2,5,3,16,0
1019020,140,0,45,0,1,3,6.2,2,13,0
1019020,240,0,45,0,1,3,6.2,2,13,0
1019020,90,0,45,0,1,3,6.2,2,13,0
1019020,40,0,45,0,1,3,6.2,2,13,0
1019020,190,0,45,0,1,3,6.2,2,13,0
1019020,390,0,45,0,1,3,6.2,2,13,0
1019020,290,0,45,0,1,3,6.2,2,13,0
1019020,490,0,45,0,1,3,6.2,2,13,0
1019021,290,0,72,5.4333334,1,1,7.7,4,21,0
1019021,240,0,72,5.4333334,1,1,7.7,4,21,0
1019021,490,0,72,5.4333334,1,1,7.7,4,21,0
1019021,390,0,72,5.4333334,1,1,7.7,4,21,0
1019021,140,0,72,5.4333334,1,1,7.7,4,21,0
1019021,40,0,72,5.4333334,1,1,7.7,4,21,0
1019021,190,0,72,5.4333334,1,1,7.7,4,21,0
1019021,90,0,72,5.4333334,1,1,7.7,4,21,0
1019022,140,0,50,44.599998,0,1,6,0,13,1
1019022,90,0,50,44.599998,0,1,6,0,13,1
1019022,290,0,50,44.599998,0,1,6,0,13,1
1019022,390,0,50,44.599998,0,1,6,0,13,1
1019022,240,0,50,44.599998,0,1,6,0,13,1
1019022,490,0,50,44.599998,0,1,6,0,13,1
1019022,190,0,50,44.599998,0,1,6,0,13,1
1019022,40,1,50,44.599998,0,1,6,0,13,1
1019023,190,0,45,.5,0,2,3.2,5,17,0
1019023,140,1,45,.5,0,2,3.2,5,17,0
1019023,40,1,45,.5,0,2,3.2,5,17,0
1019023,240,0,45,.5,0,2,3.2,5,17,0
1019023,290,0,45,.5,0,2,3.2,5,17,0
1019023,490,0,45,.5,0,2,3.2,5,17,0
1019023,90,1,45,.5,0,2,3.2,5,17,0
1019023,390,0,45,.5,0,2,3.2,5,17,0
1019024,40,1,55,0,1,3,1.6,1,16,0
1019024,140,1,55,0,1,3,1.6,1,16,0
1019024,390,1,55,0,1,3,1.6,1,16,0
1019024,290,1,55,0,1,3,1.6,1,16,0
1019024,190,1,55,0,1,3,1.6,1,16,0
1019024,90,1,55,0,1,3,1.6,1,16,0
1019024,490,1,55,0,1,3,1.6,1,16,0
1019024,240,1,55,0,1,3,1.6,1,16,0
1019027,290,0,36,0,1,3,7.2,5,19,0
1019027,190,0,36,0,1,3,7.2,5,19,0
1019027,240,0,36,0,1,3,7.2,5,19,0
1019027,490,0,36,0,1,3,7.2,5,19,0
1019027,140,0,36,0,1,3,7.2,5,19,0
1019027,40,0,36,0,1,3,7.2,5,19,0
1019027,390,0,36,0,1,3,7.2,5,19,0
1019027,90,0,36,0,1,3,7.2,5,19,0
1019029,490,0,40,0,0,1,.4,0,11,1
1019029,190,0,40,0,0,1,.4,0,11,1
1019029,290,0,40,0,0,1,.4,0,11,1
1019029,90,0,40,0,0,1,.4,0,11,1
1019029,140,0,40,0,0,1,.4,0,11,1
1019029,40,1,40,0,0,1,.4,0,11,1
1019029,390,0,40,0,0,1,.4,0,11,1
1019029,240,0,40,0,0,1,.4,0,11,1
1019030,240,0,35,0,0,2,4.8,10,17,0
1019030,40,1,35,0,0,2,4.8,10,17,0
1019030,190,1,35,0,0,2,4.8,10,17,0
1019030,290,0,35,0,0,2,4.8,10,17,0
1019030,490,0,35,0,0,2,4.8,10,17,0
1019030,390,0,35,0,0,2,4.8,10,17,0
1019030,90,1,35,0,0,2,4.8,10,17,0
1019030,140,1,35,0,0,2,4.8,10,17,0
1019031,190,1,31,0,0,2,1.6,9,18,0
1019031,140,1,31,0,0,2,1.6,9,18,0
1019031,240,1,31,0,0,2,1.6,9,18,0
1019031,90,1,31,0,0,2,1.6,9,18,0
1019031,490,0,31,0,0,2,1.6,9,18,0
1019031,40,1,31,0,0,2,1.6,9,18,0
1019031,290,0,31,0,0,2,1.6,9,18,0
1019031,390,0,31,0,0,2,1.6,9,18,0
1019032,190,1,50,60,1,2,5.6,2,16,0
1019032,40,1,50,60,1,2,5.6,2,16,0
1019032,490,0,50,60,1,2,5.6,2,16,0
1019032,90,1,50,60,1,2,5.6,2,16,0
1019032,390,0,50,60,1,2,5.6,2,16,0
1019032,290,0,50,60,1,2,5.6,2,16,0
1019032,140,1,50,60,1,2,5.6,2,16,0
1019032,240,0,50,60,1,2,5.6,2,16,0
1019036,90,1,60,0,0,1,1.2,2,8,1
1019036,240,1,60,0,0,1,1.2,2,8,1
1019036,390,1,60,0,0,1,1.2,2,8,1
1019036,490,1,60,0,0,1,1.2,2,8,1
1019036,290,1,60,0,0,1,1.2,2,8,1
1019036,40,1,60,0,0,1,1.2,2,8,1
1019036,140,1,60,0,0,1,1.2,2,8,1
1019036,190,1,60,0,0,1,1.2,2,8,1
1019038,140,0,29,0,1,1,8,4,13,0
1019040,490,1,32,.16666667,1,1,3.2,9,14,0
1019040,40,1,32,.16666667,1,1,3.2,9,14,0
1019040,290,1,32,.16666667,1,1,3.2,9,14,0
1019040,140,1,32,.16666667,1,1,3.2,9,14,0
1019040,240,1,32,.16666667,1,1,3.2,9,14,0
1019040,90,1,32,.16666667,1,1,3.2,9,14,0
1019040,190,1,32,.16666667,1,1,3.2,9,14,0
1019040,390,1,32,.16666667,1,1,3.2,9,14,0
1019041,490,0,45,0,0,3,1.1,3,12,0
1019041,390,0,45,0,0,3,1.1,3,12,0
1019041,290,0,45,0,0,3,1.1,3,12,0
1019041,40,1,45,0,0,3,1.1,3,12,0
1019041,90,1,45,0,0,3,1.1,3,12,0
1019041,140,0,45,0,0,3,1.1,3,12,0
1019041,240,0,45,0,0,3,1.1,3,12,0
1019041,190,0,45,0,0,3,1.1,3,12,0
1022001,190,0,32,0,0,2,1.2,0,11,0
1022001,40,1,32,0,0,2,1.2,0,11,0
1022001,290,0,32,0,0,2,1.2,0,11,0
1022001,140,0,32,0,0,2,1.2,0,11,0
1022001,90,0,32,0,0,2,1.2,0,11,0
1022001,240,0,32,0,0,2,1.2,0,11,0
1022001,490,0,32,0,0,2,1.2,0,11,0
1022001,390,0,32,0,0,2,1.2,0,11,0
1022002,290,0,48,0,1,3,4,5,22,0
1022002,190,0,48,0,1,3,4,5,22,0
1022002,90,0,48,0,1,3,4,5,22,0
1022002,40,1,48,0,1,3,4,5,22,0
1022002,140,0,48,0,1,3,4,5,22,0
1022002,240,0,48,0,1,3,4,5,22,0
1022002,490,0,48,0,1,3,4,5,22,0
1022002,390,0,48,0,1,3,4,5,22,0
1022003,490,0,52,1.5833333,0,2,9.6,0,18,1
1022003,90,0,52,1.5833333,0,2,9.6,0,18,1
1022003,240,0,52,1.5833333,0,2,9.6,0,18,1
1022003,140,0,52,1.5833333,0,2,9.6,0,18,1
1022003,190,0,52,1.5833333,0,2,9.6,0,18,1
1022003,40,0,52,1.5833333,0,2,9.6,0,18,1
1022003,390,0,52,1.5833333,0,2,9.6,0,18,1
1022003,290,0,52,1.5833333,0,2,9.6,0,18,1
1022004,40,0,30,0,0,2,10.8,8,9,1
1022004,140,0,30,0,0,2,10.8,8,9,1
1022004,240,0,30,0,0,2,10.8,8,9,1
1022004,490,0,30,0,0,2,10.8,8,9,1
1022004,390,0,30,0,0,2,10.8,8,9,1
1022004,190,0,30,0,0,2,10.8,8,9,1
1022004,90,0,30,0,0,2,10.8,8,9,1
1022004,290,0,30,0,0,2,10.8,8,9,1
1022005,40,1,30,0,1,3,2.8,0,6,0
1022005,190,0,30,0,1,3,2.8,0,6,0
1022005,390,0,30,0,1,3,2.8,0,6,0
1022005,240,0,30,0,1,3,2.8,0,6,0
1022005,290,0,30,0,1,3,2.8,0,6,0
1022005,90,0,30,0,1,3,2.8,0,6,0
1022005,140,0,30,0,1,3,2.8,0,6,0
1022005,490,0,30,0,1,3,2.8,0,6,0
1022007,490,0,27,155.71667,1,1,2,5,15,0
1022007,140,0,27,155.71667,1,1,2,5,15,0
1022007,240,0,27,155.71667,1,1,2,5,15,0
1022007,90,0,27,155.71667,1,1,2,5,15,0
1022007,390,0,27,155.71667,1,1,2,5,15,0
1022007,190,0,27,155.71667,1,1,2,5,15,0
1022007,40,0,27,155.71667,1,1,2,5,15,0
1022007,290,0,27,155.71667,1,1,2,5,15,0
1022008,390,0,60,0,0,3,1.2,7,13,0
1022008,190,0,60,0,0,3,1.2,7,13,0
1022008,240,0,60,0,0,3,1.2,7,13,0
1022008,490,0,60,0,0,3,1.2,7,13,0
1022008,290,0,60,0,0,3,1.2,7,13,0
1022008,90,0,60,0,0,3,1.2,7,13,0
1022008,140,0,60,0,0,3,1.2,7,13,0
1022008,40,1,60,0,0,3,1.2,7,13,0
1022009,240,0,60,3.3666666,1,2,.4,0,6,1
1022010,190,1,25,31.433334,1,2,6,4,9,0
1022010,140,1,25,31.433334,1,2,6,4,9,0
1022010,490,1,25,31.433334,1,2,6,4,9,0
1022010,90,1,25,31.433334,1,2,6,4,9,0
1022010,240,1,25,31.433334,1,2,6,4,9,0
1022010,390,1,25,31.433334,1,2,6,4,9,0
1022010,40,1,25,31.433334,1,2,6,4,9,0
1022010,290,1,25,31.433334,1,2,6,4,9,0
1022011,190,0,35,17.833334,0,1,2.4,7,16,0
1022011,240,0,35,17.833334,0,1,2.4,7,16,0
1022011,290,0,35,17.833334,0,1,2.4,7,16,0
1022011,390,0,35,17.833334,0,1,2.4,7,16,0
1022011,490,0,35,17.833334,0,1,2.4,7,16,0
1022011,90,1,35,17.833334,0,1,2.4,7,16,0
1022011,40,1,35,17.833334,0,1,2.4,7,16,0
1022011,140,0,35,17.833334,0,1,2.4,7,16,0
1022012,240,0,55,16.049999,0,2,10.4,3,21,0
1022012,290,0,55,16.049999,0,2,10.4,3,21,0
1022012,40,1,55,16.049999,0,2,10.4,3,21,0
1022012,390,0,55,16.049999,0,2,10.4,3,21,0
1022012,190,0,55,16.049999,0,2,10.4,3,21,0
1022012,140,0,55,16.049999,0,2,10.4,3,21,0
1022012,490,0,55,16.049999,0,2,10.4,3,21,0
1022012,90,0,55,16.049999,0,2,10.4,3,21,0
1022013,390,0,33,9.6000004,0,1,4,7,22,0
1022013,40,0,33,9.6000004,0,1,4,7,22,0
1022013,140,0,33,9.6000004,0,1,4,7,22,0
1022013,90,0,33,9.6000004,0,1,4,7,22,0
1022013,490,0,33,9.6000004,0,1,4,7,22,0
1022013,240,0,33,9.6000004,0,1,4,7,22,0
1022013,190,0,33,9.6000004,0,1,4,7,22,0
1022013,290,0,33,9.6000004,0,1,4,7,22,0
1022014,290,0,90,93.816666,0,1,1.6,9,18,0
1022014,190,0,90,93.816666,0,1,1.6,9,18,0
1022014,140,0,90,93.816666,0,1,1.6,9,18,0
1022014,490,0,90,93.816666,0,1,1.6,9,18,0
1022014,90,0,90,93.816666,0,1,1.6,9,18,0
1022014,390,0,90,93.816666,0,1,1.6,9,18,0
1022014,40,1,90,93.816666,0,1,1.6,9,18,0
1022014,240,0,90,93.816666,0,1,1.6,9,18,0
1022015,40,1,40,0,0,3,3,9,18,0
1022016,40,1,25,0,0,3,4.2,0,12,0
1022016,490,0,25,0,0,3,4.2,0,12,0
1022016,140,0,25,0,0,3,4.2,0,12,0
1022016,190,0,25,0,0,3,4.2,0,12,0
1022016,240,0,25,0,0,3,4.2,0,12,0
1022016,390,0,25,0,0,3,4.2,0,12,0
1022016,90,0,25,0,0,3,4.2,0,12,0
1022016,290,0,25,0,0,3,4.2,0,12,0
1022017,190,0,40,0,0,3,2,0,9,1
1022017,40,0,40,0,0,3,2,0,9,1
1022017,140,0,40,0,0,3,2,0,9,1
1022017,240,0,40,0,0,3,2,0,9,1
1022017,290,0,40,0,0,3,2,0,9,1
1022017,90,0,40,0,0,3,2,0,9,1
1022017,390,0,40,0,0,3,2,0,9,1
1022017,490,0,40,0,0,3,2,0,9,1
1022019,240,0,35,0,1,1,1.4,0,11,1
1022019,90,0,35,0,1,1,1.4,0,11,1
1022019,490,0,35,0,1,1,1.4,0,11,1
1022019,140,0,35,0,1,1,1.4,0,11,1
1022019,190,0,35,0,1,1,1.4,0,11,1
1022019,390,0,35,0,1,1,1.4,0,11,1
1022019,290,0,35,0,1,1,1.4,0,11,1
1022019,40,0,35,0,1,1,1.4,0,11,1
1022020,490,0,35,0,0,2,1.6,7,11,1
1022020,190,0,35,0,0,2,1.6,7,11,1
1022020,390,0,35,0,0,2,1.6,7,11,1
1022020,90,0,35,0,0,2,1.6,7,11,1
1022020,140,0,35,0,0,2,1.6,7,11,1
1022020,290,0,35,0,0,2,1.6,7,11,1
1022020,40,1,35,0,0,2,1.6,7,11,1
1022020,240,0,35,0,0,2,1.6,7,11,1
1022021,290,0,52,0,0,3,4,10,10,1
1022021,390,0,52,0,0,3,4,10,10,1
1022021,490,0,52,0,0,3,4,10,10,1
1022021,90,0,52,0,0,3,4,10,10,1
1022021,190,0,52,0,0,3,4,10,10,1
1022021,140,0,52,0,0,3,4,10,10,1
1022021,240,0,52,0,0,3,4,10,10,1
1022021,40,0,52,0,0,3,4,10,10,1
1022023,40,1,38,0,0,1,1.8,5,18,1
1022023,190,0,38,0,0,1,1.8,5,18,1
1022023,240,0,38,0,0,1,1.8,5,18,1
1022023,90,0,38,0,0,1,1.8,5,18,1
1022023,140,0,38,0,0,1,1.8,5,18,1
1022023,390,0,38,0,0,1,1.8,5,18,1
1022023,290,0,38,0,0,1,1.8,5,18,1
1022023,490,0,38,0,0,1,1.8,5,18,1
1022025,490,0,40,38.933334,0,2,2,0,14,1
1022025,290,0,40,38.933334,0,2,2,0,14,1
1022025,190,0,40,38.933334,0,2,2,0,14,1
1022025,240,0,40,38.933334,0,2,2,0,14,1
1022025,390,0,40,38.933334,0,2,2,0,14,1
1022025,90,0,40,38.933334,0,2,2,0,14,1
1022025,140,0,40,38.933334,0,2,2,0,14,1
1022025,40,1,40,38.933334,0,2,2,0,14,1
1022026,390,0,90,0,0,2,8,0,13,0
1022026,90,0,90,0,0,2,8,0,13,0
1022026,140,0,90,0,0,2,8,0,13,0
1022026,490,0,90,0,0,2,8,0,13,0
1022026,40,1,90,0,0,2,8,0,13,0
1022026,240,0,90,0,0,2,8,0,13,0
1022026,290,0,90,0,0,2,8,0,13,0
1022026,190,0,90,0,0,2,8,0,13,0
1022027,40,1,45,0,1,2,1.6,5,10,1
1022027,490,0,45,0,1,2,1.6,5,10,1
1022027,290,0,45,0,1,2,1.6,5,10,1
1022027,240,0,45,0,1,2,1.6,5,10,1
1022027,90,0,45,0,1,2,1.6,5,10,1
1022027,140,0,45,0,1,2,1.6,5,10,1
1022027,190,0,45,0,1,2,1.6,5,10,1
1022027,390,0,45,0,1,2,1.6,5,10,1
1022028,490,0,60,0,0,1,12.4,8,10,0
1022028,240,0,60,0,0,1,12.4,8,10,0
1022028,140,0,60,0,0,1,12.4,8,10,0
1022028,190,0,60,0,0,1,12.4,8,10,0
1022028,90,0,60,0,0,1,12.4,8,10,0
1022028,390,0,60,0,0,1,12.4,8,10,0
1022028,40,1,60,0,0,1,12.4,8,10,0
1022028,290,0,60,0,0,1,12.4,8,10,0
1022029,40,0,35,0,0,3,5,7,13,0
1022030,390,0,32,81.216667,0,1,.8,10,26,0
1022030,240,0,32,81.216667,0,1,.8,10,26,0
1022030,140,0,32,81.216667,0,1,.8,10,26,0
1022030,190,0,32,81.216667,0,1,.8,10,26,0
1022030,90,0,32,81.216667,0,1,.8,10,26,0
1022030,40,1,32,81.216667,0,1,.8,10,26,0
1022030,290,0,32,81.216667,0,1,.8,10,26,0
1022030,490,0,32,81.216667,0,1,.8,10,26,0
1022032,290,0,70,0,1,3,2.4,3,9,1
1022032,190,0,70,0,1,3,2.4,3,9,1
1022032,140,0,70,0,1,3,2.4,3,9,1
1022032,40,0,70,0,1,3,2.4,3,9,1
1022032,390,0,70,0,1,3,2.4,3,9,1
1022032,490,0,70,0,1,3,2.4,3,9,1
1022032,90,0,70,0,1,3,2.4,3,9,1
1022032,240,0,70,0,1,3,2.4,3,9,1
1022033,90,0,70,0,0,1,6,2,12,1
1022034,240,0,29,0,0,3,2.8,4,7,1
1022035,290,0,30,5.8666668,0,1,2.4,1,8,1
1022035,490,0,30,5.8666668,0,1,2.4,1,8,1
1022035,390,0,30,5.8666668,0,1,2.4,1,8,1
1022035,190,0,30,5.8666668,0,1,2.4,1,8,1
1022035,240,0,30,5.8666668,0,1,2.4,1,8,1
1022035,90,1,30,5.8666668,0,1,2.4,1,8,1
1022035,40,1,30,5.8666668,0,1,2.4,1,8,1
1022035,140,0,30,5.8666668,0,1,2.4,1,8,1
1023001,90,0,40,0,0,3,2,0,8,1
1023002,240,0,35,0,0,3,4,5,9,1
1023002,140,0,35,0,0,3,4,5,9,1
1023002,490,0,35,0,0,3,4,5,9,1
1023002,190,0,35,0,0,3,4,5,9,1
1023002,290,0,35,0,0,3,4,5,9,1
1023002,90,0,35,0,0,3,4,5,9,1
1023002,40,0,35,0,0,3,4,5,9,1
1023002,390,0,35,0,0,3,4,5,9,1
1023003,240,0,40,0,1,3,.8,2,9,1
1023003,140,0,40,0,1,3,.8,2,9,1
1023003,90,1,40,0,1,3,.8,2,9,1
1023003,490,0,40,0,1,3,.8,2,9,1
