uid,price,allbuy,a0_2_age,total_duration,treated_peer,treatment,c1_5a_BE,edu_years_BE,overall,skepz
1001001,90,0,45,0,1,3,8,0,20,0
1001001,190,0,45,0,1,3,8,0,20,0
1001001,490,0,45,0,1,3,8,0,20,0
1001001,240,0,45,0,1,3,8,0,20,0
1001001,40,0,45,0,1,3,8,0,20,0
1001001,290,0,45,0,1,3,8,0,20,0
1001001,140,0,45,0,1,3,8,0,20,0
1001001,390,0,45,0,1,3,8,0,20,0
1001002,140,0,25,24.533333,0,2,4.8,0,4,1
1001002,90,1,25,24.533333,0,2,4.8,0,4,1
1001002,390,0,25,24.533333,0,2,4.8,0,4,1
1001002,490,0,25,24.533333,0,2,4.8,0,4,1
1001002,240,0,25,24.533333,0,2,4.8,0,4,1
1001002,40,1,25,24.533333,0,2,4.8,0,4,1
1001002,190,0,25,24.533333,0,2,4.8,0,4,1
1001002,290,0,25,24.533333,0,2,4.8,0,4,1
1001003,490,0,45,0,0,1,6.6,4,10,0
1001003,240,0,45,0,0,1,6.6,4,10,0
1001003,290,0,45,0,0,1,6.6,4,10,0
1001003,140,0,45,0,0,1,6.6,4,10,0
1001003,90,0,45,0,0,1,6.6,4,10,0
1001003,40,0,45,0,0,1,6.6,4,10,0
1001003,390,0,45,0,0,1,6.6,4,10,0
1001003,190,0,45,0,0,1,6.6,4,10,0
1001004,240,0,45,0,0,2,5.2,0,14,0
1001004,190,0,45,0,0,2,5.2,0,14,0
1001004,90,0,45,0,0,2,5.2,0,14,0
1001004,490,0,45,0,0,2,5.2,0,14,0
1001004,140,0,45,0,0,2,5.2,0,14,0
1001004,290,0,45,0,0,2,5.2,0,14,0
1001004,390,0,45,0,0,2,5.2,0,14,0
1001004,40,0,45,0,0,2,5.2,0,14,0
1001005,140,0,45,0,1,3,2.4,3,19,0
1001005,490,0,45,0,1,3,2.4,3,19,0
1001005,390,0,45,0,1,3,2.4,3,19,0
1001005,240,0,45,0,1,3,2.4,3,19,0
1001005,90,0,45,0,1,3,2.4,3,19,0
1001005,290,0,45,0,1,3,2.4,3,19,0
1001005,40,1,45,0,1,3,2.4,3,19,0
1001005,190,0,45,0,1,3,2.4,3,19,0
1001006,190,0,39,0,0,2,10,10,6,0
1001006,490,0,39,0,0,2,10,10,6,0
1001006,140,0,39,0,0,2,10,10,6,0
1001006,240,0,39,0,0,2,10,10,6,0
1001006,390,0,39,0,0,2,10,10,6,0
1001006,90,0,39,0,0,2,10,10,6,0
1001006,290,0,39,0,0,2,10,10,6,0
1001006,40,0,39,0,0,2,10,10,6,0
1001007,90,0,47.5,0,0,3,8,6,15,0
1001007,40,0,47.5,0,0,3,8,6,15,0
1001007,290,0,47.5,0,0,3,8,6,15,0
1001007,140,0,47.5,0,0,3,8,6,15,0
1001007,390,0,47.5,0,0,3,8,6,15,0
1001007,490,0,47.5,0,0,3,8,6,15,0
1001007,240,0,47.5,0,0,3,8,6,15,0
1001007,190,0,47.5,0,0,3,8,6,15,0
1001008,290,0,45,0,0,2,4,0,16,1
1001008,40,0,45,0,0,2,4,0,16,1
1001008,390,0,45,0,0,2,4,0,16,1
1001008,240,0,45,0,0,2,4,0,16,1
1001008,90,0,45,0,0,2,4,0,16,1
1001008,140,0,45,0,0,2,4,0,16,1
1001008,190,0,45,0,0,2,4,0,16,1
1001008,490,0,45,0,0,2,4,0,16,1
1001009,90,0,60,0,1,3,4,5,7,1
1001009,40,0,60,0,1,3,4,5,7,1
1001009,240,0,60,0,1,3,4,5,7,1
1001009,390,0,60,0,1,3,4,5,7,1
1001009,190,0,60,0,1,3,4,5,7,1
1001009,290,0,60,0,1,3,4,5,7,1
1001009,490,0,60,0,1,3,4,5,7,1
1001009,140,0,60,0,1,3,4,5,7,1
1001010,40,0,57,0,0,2,2.8,0,20,0
1001011,90,1,50,0,1,2,2,0,7,1
1001012,240,0,55,141.39999,0,2,3.6,0,14,0
1001012,90,0,55,141.39999,0,2,3.6,0,14,0
1001012,40,0,55,141.39999,0,2,3.6,0,14,0
1001012,290,0,55,141.39999,0,2,3.6,0,14,0
1001012,140,0,55,141.39999,0,2,3.6,0,14,0
1001012,190,0,55,141.39999,0,2,3.6,0,14,0
1001012,390,0,55,141.39999,0,2,3.6,0,14,0
1001012,490,0,55,141.39999,0,2,3.6,0,14,0
1001013,90,1,80,0,0,2,4,6,9,0
1001014,40,1,24,.083333336,0,2,4.4,0,8,0
1001014,90,1,24,.083333336,0,2,4.4,0,8,0
1001014,390,0,24,.083333336,0,2,4.4,0,8,0
1001014,240,1,24,.083333336,0,2,4.4,0,8,0
1001014,140,1,24,.083333336,0,2,4.4,0,8,0
1001014,190,1,24,.083333336,0,2,4.4,0,8,0
1001014,490,0,24,.083333336,0,2,4.4,0,8,0
1001014,290,1,24,.083333336,0,2,4.4,0,8,0
1001015,490,0,27,3.8666666,0,1,2.8,3,10,1
1001015,290,0,27,3.8666666,0,1,2.8,3,10,1
1001015,390,0,27,3.8666666,0,1,2.8,3,10,1
1001015,90,0,27,3.8666666,0,1,2.8,3,10,1
1001015,240,0,27,3.8666666,0,1,2.8,3,10,1
1001015,190,0,27,3.8666666,0,1,2.8,3,10,1
1001015,140,0,27,3.8666666,0,1,2.8,3,10,1
1001015,40,0,27,3.8666666,0,1,2.8,3,10,1
1001017,90,0,20,0,0,3,6,8,15,0
1001017,240,0,20,0,0,3,6,8,15,0
1001017,190,0,20,0,0,3,6,8,15,0
1001017,290,0,20,0,0,3,6,8,15,0
1001017,390,0,20,0,0,3,6,8,15,0
1001017,490,0,20,0,0,3,6,8,15,0
1001017,140,0,20,0,0,3,6,8,15,0
1001017,40,1,20,0,0,3,6,8,15,0
1001019,290,1,57,1.7666667,0,2,14,4,11,0
1001019,390,1,57,1.7666667,0,2,14,4,11,0
1001019,240,1,57,1.7666667,0,2,14,4,11,0
1001019,40,1,57,1.7666667,0,2,14,4,11,0
1001019,140,1,57,1.7666667,0,2,14,4,11,0
1001019,190,1,57,1.7666667,0,2,14,4,11,0
1001019,90,1,57,1.7666667,0,2,14,4,11,0
1001019,490,1,57,1.7666667,0,2,14,4,11,0
1001020,40,1,50,0,0,1,4,0,8,0
1001020,490,0,50,0,0,1,4,0,8,0
1001020,140,0,50,0,0,1,4,0,8,0
1001020,390,0,50,0,0,1,4,0,8,0
1001020,290,0,50,0,0,1,4,0,8,0
1001020,90,1,50,0,0,1,4,0,8,0
1001020,190,0,50,0,0,1,4,0,8,0
1001020,240,0,50,0,0,1,4,0,8,0
1001022,40,0,50,0,0,3,2.8,0,10,1
1001024,140,0,80,0,1,1,10,2,8,0
1001025,290,0,20,23.216667,0,1,8,8,11,0
1001025,490,0,20,23.216667,0,1,8,8,11,0
1001025,190,0,20,23.216667,0,1,8,8,11,0
1001025,90,0,20,23.216667,0,1,8,8,11,0
1001025,140,0,20,23.216667,0,1,8,8,11,0
1001025,240,0,20,23.216667,0,1,8,8,11,0
1001025,390,0,20,23.216667,0,1,8,8,11,0
1001025,40,1,20,23.216667,0,1,8,8,11,0
1001027,40,0,35,0,0,1,3,0,13,0
1001028,190,0,55,0,0,3,2,0,12,0
1001028,140,0,55,0,0,3,2,0,12,0
1001028,490,0,55,0,0,3,2,0,12,0
1001028,90,0,55,0,0,3,2,0,12,0
1001028,240,0,55,0,0,3,2,0,12,0
1001028,40,0,55,0,0,3,2,0,12,0
1001028,390,0,55,0,0,3,2,0,12,0
1001028,290,0,55,0,0,3,2,0,12,0
1001029,40,0,45,2.5999999,1,1,6,3,9,0
1001029,240,0,45,2.5999999,1,1,6,3,9,0
1001029,140,0,45,2.5999999,1,1,6,3,9,0
1001029,390,0,45,2.5999999,1,1,6,3,9,0
1001029,90,0,45,2.5999999,1,1,6,3,9,0
1001029,290,0,45,2.5999999,1,1,6,3,9,0
1001029,190,0,45,2.5999999,1,1,6,3,9,0
1001029,490,0,45,2.5999999,1,1,6,3,9,0
1001030,90,1,40,0,0,1,8,6,11,0
1001031,190,0,42.5,0,1,3,4.8,4,19,0
1001031,140,0,42.5,0,1,3,4.8,4,19,0
1001031,90,1,42.5,0,1,3,4.8,4,19,0
1001031,390,0,42.5,0,1,3,4.8,4,19,0
1001031,290,0,42.5,0,1,3,4.8,4,19,0
1001031,240,0,42.5,0,1,3,4.8,4,19,0
1001031,40,1,42.5,0,1,3,4.8,4,19,0
1001031,490,0,42.5,0,1,3,4.8,4,19,0
1001032,290,1,27,27.633333,0,1,2,0,7,0
1001032,140,1,27,27.633333,0,1,2,0,7,0
1001032,190,1,27,27.633333,0,1,2,0,7,0
1001032,490,1,27,27.633333,0,1,2,0,7,0
1001032,40,1,27,27.633333,0,1,2,0,7,0
1001032,390,1,27,27.633333,0,1,2,0,7,0
1001032,240,1,27,27.633333,0,1,2,0,7,0
1001032,90,1,27,27.633333,0,1,2,0,7,0
1001033,490,0,27.5,30.533333,0,1,12,2,15,1
1001033,190,0,27.5,30.533333,0,1,12,2,15,1
1001033,290,0,27.5,30.533333,0,1,12,2,15,1
1001033,140,0,27.5,30.533333,0,1,12,2,15,1
1001033,390,0,27.5,30.533333,0,1,12,2,15,1
1001033,90,0,27.5,30.533333,0,1,12,2,15,1
1001033,240,0,27.5,30.533333,0,1,12,2,15,1
1001033,40,0,27.5,30.533333,0,1,12,2,15,1
1001039,190,0,51,0,0,3,8,0,19,0
1001040,240,0,35,53.183334,0,2,4,5,8,0
1001040,390,0,35,53.183334,0,2,4,5,8,0
1001040,40,1,35,53.183334,0,2,4,5,8,0
1001040,190,0,35,53.183334,0,2,4,5,8,0
1001040,490,0,35,53.183334,0,2,4,5,8,0
1001040,290,0,35,53.183334,0,2,4,5,8,0
1001040,140,0,35,53.183334,0,2,4,5,8,0
1001040,90,0,35,53.183334,0,2,4,5,8,0
1002001,140,0,50,0,1,1,2.4,3,12,1
1002001,490,0,50,0,1,1,2.4,3,12,1
1002001,90,0,50,0,1,1,2.4,3,12,1
1002001,40,0,50,0,1,1,2.4,3,12,1
1002001,390,0,50,0,1,1,2.4,3,12,1
1002001,290,0,50,0,1,1,2.4,3,12,1
1002001,240,0,50,0,1,1,2.4,3,12,1
1002001,190,0,50,0,1,1,2.4,3,12,1
1002002,190,0,40,0,0,1,.8,1,6,0
1002002,140,0,40,0,0,1,.8,1,6,0
1002002,490,0,40,0,0,1,.8,1,6,0
1002002,240,0,40,0,0,1,.8,1,6,0
1002002,40,1,40,0,0,1,.8,1,6,0
1002002,390,0,40,0,0,1,.8,1,6,0
1002002,290,0,40,0,0,1,.8,1,6,0
1002002,90,0,40,0,0,1,.8,1,6,0
1002003,240,0,50,19.5,0,2,.6,0,14,0
1002004,240,0,60,0,1,1,2,1,8,1
1002004,40,1,60,0,1,1,2,1,8,1
1002004,290,0,60,0,1,1,2,1,8,1
1002004,490,0,60,0,1,1,2,1,8,1
1002004,390,0,60,0,1,1,2,1,8,1
1002004,90,1,60,0,1,1,2,1,8,1
1002004,140,0,60,0,1,1,2,1,8,1
1002004,190,0,60,0,1,1,2,1,8,1
1002005,90,0,46,.88333333,1,2,1.4,0,12,1
1002005,190,0,46,.88333333,1,2,1.4,0,12,1
1002005,240,0,46,.88333333,1,2,1.4,0,12,1
1002005,490,0,46,.88333333,1,2,1.4,0,12,1
1002005,40,1,46,.88333333,1,2,1.4,0,12,1
1002005,390,0,46,.88333333,1,2,1.4,0,12,1
1002005,140,0,46,.88333333,1,2,1.4,0,12,1
1002005,290,0,46,.88333333,1,2,1.4,0,12,1
1002006,240,0,90,111.01666,1,1,1.6,7,14,0
1002006,490,0,90,111.01666,1,1,1.6,7,14,0
1002006,190,0,90,111.01666,1,1,1.6,7,14,0
1002006,290,0,90,111.01666,1,1,1.6,7,14,0
1002006,40,1,90,111.01666,1,1,1.6,7,14,0
1002006,140,0,90,111.01666,1,1,1.6,7,14,0
1002006,90,0,90,111.01666,1,1,1.6,7,14,0
1002006,390,0,90,111.01666,1,1,1.6,7,14,0
1002007,90,0,36,0,0,1,2,0,7,0
1002007,40,0,36,0,0,1,2,0,7,0
1002007,490,0,36,0,0,1,2,0,7,0
1002007,390,0,36,0,0,1,2,0,7,0
1002007,290,0,36,0,0,1,2,0,7,0
1002007,190,0,36,0,0,1,2,0,7,0
1002007,140,0,36,0,0,1,2,0,7,0
1002007,240,0,36,0,0,1,2,0,7,0
1002008,290,0,65,0,0,3,1.2,2,11,0
1002008,90,0,65,0,0,3,1.2,2,11,0
1002008,490,0,65,0,0,3,1.2,2,11,0
1002008,240,0,65,0,0,3,1.2,2,11,0
1002008,40,0,65,0,0,3,1.2,2,11,0
1002008,390,0,65,0,0,3,1.2,2,11,0
1002008,190,0,65,0,0,3,1.2,2,11,0
1002008,140,0,65,0,0,3,1.2,2,11,0
1002009,390,0,55,0,0,1,.6,0,9,0
1002009,290,0,55,0,0,1,.6,0,9,0
1002009,490,0,55,0,0,1,.6,0,9,0
1002009,140,0,55,0,0,1,.6,0,9,0
1002009,40,0,55,0,0,1,.6,0,9,0
1002009,240,0,55,0,0,1,.6,0,9,0
1002009,190,0,55,0,0,1,.6,0,9,0
1002009,90,0,55,0,0,1,.6,0,9,0
1002010,240,0,62,0,0,3,.8,0,10,0
1002010,390,0,62,0,0,3,.8,0,10,0
1002010,490,0,62,0,0,3,.8,0,10,0
1002010,140,0,62,0,0,3,.8,0,10,0
1002010,40,1,62,0,0,3,.8,0,10,0
1002010,190,0,62,0,0,3,.8,0,10,0
1002010,90,0,62,0,0,3,.8,0,10,0
1002010,290,0,62,0,0,3,.8,0,10,0
1002011,190,0,26.5,10.666667,0,1,9.4,5,12,0
1002015,490,0,60,0,0,1,0,4,9,0
1002015,40,0,60,0,0,1,0,4,9,0
1002015,240,0,60,0,0,1,0,4,9,0
1002015,290,0,60,0,0,1,0,4,9,0
1002015,390,0,60,0,0,1,0,4,9,0
1002015,140,0,60,0,0,1,0,4,9,0
1002015,90,0,60,0,0,1,0,4,9,0
1002015,190,0,60,0,0,1,0,4,9,0
1002016,290,0,52,0,0,2,2,11,18,0
1002016,90,0,52,0,0,2,2,11,18,0
1002016,240,0,52,0,0,2,2,11,18,0
1002016,190,0,52,0,0,2,2,11,18,0
1002016,390,0,52,0,0,2,2,11,18,0
1002016,140,0,52,0,0,2,2,11,18,0
1002016,40,0,52,0,0,2,2,11,18,0
1002016,490,0,52,0,0,2,2,11,18,0
1002017,290,0,60,0,0,3,2.8,3,11,0
1002017,40,1,60,0,0,3,2.8,3,11,0
1002017,90,1,60,0,0,3,2.8,3,11,0
1002017,390,0,60,0,0,3,2.8,3,11,0
1002017,140,0,60,0,0,3,2.8,3,11,0
1002017,190,0,60,0,0,3,2.8,3,11,0
1002017,240,0,60,0,0,3,2.8,3,11,0
1002017,490,0,60,0,0,3,2.8,3,11,0
1002018,140,0,40,0,1,3,.8,6,10,0
1002018,190,0,40,0,1,3,.8,6,10,0
1002018,290,0,40,0,1,3,.8,6,10,0
1002018,490,0,40,0,1,3,.8,6,10,0
1002018,90,0,40,0,1,3,.8,6,10,0
1002018,390,0,40,0,1,3,.8,6,10,0
1002018,240,0,40,0,1,3,.8,6,10,0
1002018,40,0,40,0,1,3,.8,6,10,0
1002019,390,0,60,16.9,0,2,4,0,14,0
1002019,290,0,60,16.9,0,2,4,0,14,0
1002019,240,0,60,16.9,0,2,4,0,14,0
1002019,90,0,60,16.9,0,2,4,0,14,0
1002019,490,0,60,16.9,0,2,4,0,14,0
1002019,190,0,60,16.9,0,2,4,0,14,0
1002019,40,0,60,16.9,0,2,4,0,14,0
1002019,140,0,60,16.9,0,2,4,0,14,0
1002020,240,0,45,0,0,1,2,4,11,0
1002020,140,0,45,0,0,1,2,4,11,0
1002020,490,0,45,0,0,1,2,4,11,0
1002020,40,0,45,0,0,1,2,4,11,0
1002020,290,0,45,0,0,1,2,4,11,0
1002020,190,0,45,0,0,1,2,4,11,0
1002020,90,0,45,0,0,1,2,4,11,0
1002020,390,0,45,0,0,1,2,4,11,0
1002021,140,0,52,0,0,3,1.2,10,15,0
1002021,40,0,52,0,0,3,1.2,10,15,0
1002021,490,0,52,0,0,3,1.2,10,15,0
1002021,90,0,52,0,0,3,1.2,10,15,0
1002021,240,0,52,0,0,3,1.2,10,15,0
1002021,290,0,52,0,0,3,1.2,10,15,0
1002021,190,0,52,0,0,3,1.2,10,15,0
1002021,390,0,52,0,0,3,1.2,10,15,0
1002022,390,0,60,0,1,2,2,5,11,0
1002022,140,1,60,0,1,2,2,5,11,0
1002022,40,1,60,0,1,2,2,5,11,0
1002022,490,0,60,0,1,2,2,5,11,0
1002022,240,0,60,0,1,2,2,5,11,0
1002022,290,0,60,0,1,2,2,5,11,0
1002022,90,1,60,0,1,2,2,5,11,0
1002022,190,1,60,0,1,2,2,5,11,0
1002023,190,0,50,0,1,3,12,4,14,0
1002023,40,1,50,0,1,3,12,4,14,0
1002023,240,0,50,0,1,3,12,4,14,0
1002023,390,0,50,0,1,3,12,4,14,0
1002023,490,0,50,0,1,3,12,4,14,0
1002023,90,1,50,0,1,3,12,4,14,0
1002023,140,0,50,0,1,3,12,4,14,0
1002023,290,0,50,0,1,3,12,4,14,0
1002025,40,1,40,0,0,2,1.5,12,9,0
1002025,240,0,40,0,0,2,1.5,12,9,0
1002025,140,0,40,0,0,2,1.5,12,9,0
1002025,490,0,40,0,0,2,1.5,12,9,0
1002025,90,0,40,0,0,2,1.5,12,9,0
1002025,290,0,40,0,0,2,1.5,12,9,0
1002025,390,0,40,0,0,2,1.5,12,9,0
1002025,190,0,40,0,0,2,1.5,12,9,0
1002026,140,0,37,.73333335,0,2,0,0,5,0
1002026,490,0,37,.73333335,0,2,0,0,5,0
1002026,40,1,37,.73333335,0,2,0,0,5,0
1002026,90,0,37,.73333335,0,2,0,0,5,0
1002026,190,0,37,.73333335,0,2,0,0,5,0
1002026,240,0,37,.73333335,0,2,0,0,5,0
1002026,290,0,37,.73333335,0,2,0,0,5,0
1002026,390,0,37,.73333335,0,2,0,0,5,0
1002027,190,0,58,3.1000001,0,2,1.6,1,14,0
1002029,90,1,62,86.966667,1,1,1,12,22,0
1002030,140,1,70,0,0,3,3,0,8,0
1002031,240,0,42,0,0,3,1.6,1,12,0
1002031,90,0,42,0,0,3,1.6,1,12,0
1002031,490,0,42,0,0,3,1.6,1,12,0
1002031,190,0,42,0,0,3,1.6,1,12,0
1002031,140,0,42,0,0,3,1.6,1,12,0
1002031,290,0,42,0,0,3,1.6,1,12,0
1002031,40,0,42,0,0,3,1.6,1,12,0
1002031,390,0,42,0,0,3,1.6,1,12,0
1002032,40,1,40,1.3333334,0,2,1.6,0,15,1
1002035,140,0,33,0,0,3,1,6,13,0
1002036,40,1,65,39.383335,0,2,2.4,0,20,0
1002037,140,0,38,0,0,3,1.5,9,13,0
1002037,290,0,38,0,0,3,1.5,9,13,0
1002037,240,0,38,0,0,3,1.5,9,13,0
1002037,390,0,38,0,0,3,1.5,9,13,0
1002037,90,0,38,0,0,3,1.5,9,13,0
1002037,40,0,38,0,0,3,1.5,9,13,0
1002037,490,0,38,0,0,3,1.5,9,13,0
1002037,190,0,38,0,0,3,1.5,9,13,0
1004001,140,0,55,0,0,2,7.2,5,12,0
1004001,90,0,55,0,0,2,7.2,5,12,0
1004001,490,0,55,0,0,2,7.2,5,12,0
1004001,40,1,55,0,0,2,7.2,5,12,0
1004001,390,0,55,0,0,2,7.2,5,12,0
1004001,190,0,55,0,0,2,7.2,5,12,0
1004001,290,0,55,0,0,2,7.2,5,12,0
1004001,240,0,55,0,0,2,7.2,5,12,0
1004002,240,0,43,0,1,1,2.8,0,17,0
1004002,290,0,43,0,1,1,2.8,0,17,0
1004002,490,0,43,0,1,1,2.8,0,17,0
1004002,90,0,43,0,1,1,2.8,0,17,0
1004002,40,1,43,0,1,1,2.8,0,17,0
1004002,390,0,43,0,1,1,2.8,0,17,0
1004002,140,0,43,0,1,1,2.8,0,17,0
1004002,190,0,43,0,1,1,2.8,0,17,0
1004004,290,1,31,0,0,3,3.2,3,14,1
1004004,490,0,31,0,0,3,3.2,3,14,1
1004004,390,0,31,0,0,3,3.2,3,14,1
1004004,240,1,31,0,0,3,3.2,3,14,1
1004004,40,1,31,0,0,3,3.2,3,14,1
1004004,190,1,31,0,0,3,3.2,3,14,1
1004004,90,1,31,0,0,3,3.2,3,14,1
1004004,140,1,31,0,0,3,3.2,3,14,1
1004006,90,0,27,118.68333,0,2,3.2,9,13,0
1004006,140,0,27,118.68333,0,2,3.2,9,13,0
1004006,390,0,27,118.68333,0,2,3.2,9,13,0
1004006,190,0,27,118.68333,0,2,3.2,9,13,0
1004006,40,1,27,118.68333,0,2,3.2,9,13,0
1004006,490,0,27,118.68333,0,2,3.2,9,13,0
1004006,290,0,27,118.68333,0,2,3.2,9,13,0
1004006,240,0,27,118.68333,0,2,3.2,9,13,0
1004007,490,0,30,3.5333333,0,1,1.6,3,13,0
1004007,140,0,30,3.5333333,0,1,1.6,3,13,0
1004007,290,0,30,3.5333333,0,1,1.6,3,13,0
1004007,190,0,30,3.5333333,0,1,1.6,3,13,0
1004007,40,0,30,3.5333333,0,1,1.6,3,13,0
1004007,390,0,30,3.5333333,0,1,1.6,3,13,0
1004007,240,0,30,3.5333333,0,1,1.6,3,13,0
1004007,90,0,30,3.5333333,0,1,1.6,3,13,0
1004009,240,0,45,0,0,3,1.4,0,6,0
1004009,390,0,45,0,0,3,1.4,0,6,0
1004009,490,0,45,0,0,3,1.4,0,6,0
1004009,190,0,45,0,0,3,1.4,0,6,0
1004009,40,1,45,0,0,3,1.4,0,6,0
1004009,140,0,45,0,0,3,1.4,0,6,0
1004009,290,0,45,0,0,3,1.4,0,6,0
1004009,90,1,45,0,0,3,1.4,0,6,0
1004010,190,1,45,0,0,2,5.4,5,14,0
1004010,390,1,45,0,0,2,5.4,5,14,0
1004010,290,1,45,0,0,2,5.4,5,14,0
1004010,240,1,45,0,0,2,5.4,5,14,0
1004010,140,1,45,0,0,2,5.4,5,14,0
1004010,40,1,45,0,0,2,5.4,5,14,0
1004010,90,1,45,0,0,2,5.4,5,14,0
1004010,490,0,45,0,0,2,5.4,5,14,0
1004011,140,1,45,0,0,3,1.2,7,11,0
1004012,40,0,42,0,1,3,1.4,8,11,1
1004013,40,0,50,12.766666,0,1,4.2,0,16,0
1004013,240,0,50,12.766666,0,1,4.2,0,16,0
1004013,490,0,50,12.766666,0,1,4.2,0,16,0
1004013,290,0,50,12.766666,0,1,4.2,0,16,0
1004013,90,0,50,12.766666,0,1,4.2,0,16,0
1004013,140,0,50,12.766666,0,1,4.2,0,16,0
1004013,390,0,50,12.766666,0,1,4.2,0,16,0
1004013,190,0,50,12.766666,0,1,4.2,0,16,0
1004014,40,1,55,.63333333,0,2,1.4,0,13,0
1004014,290,0,55,.63333333,0,2,1.4,0,13,0
1004014,390,0,55,.63333333,0,2,1.4,0,13,0
1004014,240,0,55,.63333333,0,2,1.4,0,13,0
1004014,140,0,55,.63333333,0,2,1.4,0,13,0
1004014,190,0,55,.63333333,0,2,1.4,0,13,0
1004014,90,0,55,.63333333,0,2,1.4,0,13,0
1004014,490,0,55,.63333333,0,2,1.4,0,13,0
1004015,190,1,31,221.11667,0,1,1.2,4,12,0
1004015,140,1,31,221.11667,0,1,1.2,4,12,0
1004015,490,0,31,221.11667,0,1,1.2,4,12,0
1004015,90,1,31,221.11667,0,1,1.2,4,12,0
1004015,390,0,31,221.11667,0,1,1.2,4,12,0
1004015,40,1,31,221.11667,0,1,1.2,4,12,0
1004015,290,0,31,221.11667,0,1,1.2,4,12,0
1004015,240,0,31,221.11667,0,1,1.2,4,12,0
1004016,140,0,55,0,0,2,2.4,12,24,0
1004017,290,0,28,0,1,3,7.2,12,25,0
1004017,40,1,28,0,1,3,7.2,12,25,0
1004017,140,0,28,0,1,3,7.2,12,25,0
1004017,240,0,28,0,1,3,7.2,12,25,0
1004017,490,0,28,0,1,3,7.2,12,25,0
1004017,190,0,28,0,1,3,7.2,12,25,0
1004017,90,0,28,0,1,3,7.2,12,25,0
1004017,390,0,28,0,1,3,7.2,12,25,0
1004018,40,0,60,0,0,1,5.4,10,27,0
1004018,240,0,60,0,0,1,5.4,10,27,0
1004018,90,0,60,0,0,1,5.4,10,27,0
1004018,390,0,60,0,0,1,5.4,10,27,0
1004018,140,0,60,0,0,1,5.4,10,27,0
1004018,290,0,60,0,0,1,5.4,10,27,0
1004018,490,0,60,0,0,1,5.4,10,27,0
1004018,190,0,60,0,0,1,5.4,10,27,0
1004019,90,1,41,0,1,3,1.2,4,12,0
1004020,190,0,48,0,1,1,1.6,16,16,0
1004021,390,0,40,0,1,3,2.4,5,19,0
1004021,490,0,40,0,1,3,2.4,5,19,0
1004021,290,0,40,0,1,3,2.4,5,19,0
1004021,240,0,40,0,1,3,2.4,5,19,0
1004021,140,0,40,0,1,3,2.4,5,19,0
1004021,40,1,40,0,1,3,2.4,5,19,0
1004021,190,0,40,0,1,3,2.4,5,19,0
1004021,90,0,40,0,1,3,2.4,5,19,0
1004022,290,0,42,0,0,2,4.8,9,18,0
1004022,40,1,42,0,0,2,4.8,9,18,0
1004022,240,0,42,0,0,2,4.8,9,18,0
1004022,390,0,42,0,0,2,4.8,9,18,0
1004022,140,0,42,0,0,2,4.8,9,18,0
1004022,490,0,42,0,0,2,4.8,9,18,0
1004022,90,1,42,0,0,2,4.8,9,18,0
1004022,190,0,42,0,0,2,4.8,9,18,0
1004023,90,1,40,0,0,1,1.6,8,10,0
1004023,390,0,40,0,0,1,1.6,8,10,0
1004023,40,1,40,0,0,1,1.6,8,10,0
1004023,490,0,40,0,0,1,1.6,8,10,0
1004023,290,0,40,0,0,1,1.6,8,10,0
1004023,240,0,40,0,0,1,1.6,8,10,0
1004023,140,0,40,0,0,1,1.6,8,10,0
1004023,190,0,40,0,0,1,1.6,8,10,0
1004024,40,1,70,0,0,1,4,10,13,1
1004024,490,0,70,0,0,1,4,10,13,1
1004024,140,0,70,0,0,1,4,10,13,1
1004024,190,0,70,0,0,1,4,10,13,1
1004024,90,0,70,0,0,1,4,10,13,1
1004024,390,0,70,0,0,1,4,10,13,1
1004024,240,0,70,0,0,1,4,10,13,1
1004024,290,0,70,0,0,1,4,10,13,1
1004025,290,0,35,0,0,3,2,9,17,0
1004025,490,0,35,0,0,3,2,9,17,0
1004025,40,0,35,0,0,3,2,9,17,0
1004025,140,0,35,0,0,3,2,9,17,0
1004025,240,0,35,0,0,3,2,9,17,0
1004025,90,0,35,0,0,3,2,9,17,0
1004025,390,0,35,0,0,3,2,9,17,0
1004025,190,0,35,0,0,3,2,9,17,0
1004026,140,0,32,0,1,3,3,0,14,0
1004026,190,0,32,0,1,3,3,0,14,0
1004026,40,1,32,0,1,3,3,0,14,0
1004026,290,0,32,0,1,3,3,0,14,0
1004026,240,0,32,0,1,3,3,0,14,0
1004026,390,0,32,0,1,3,3,0,14,0
1004026,90,0,32,0,1,3,3,0,14,0
1004026,490,0,32,0,1,3,3,0,14,0
1004027,140,0,52.5,0,0,1,1.6,0,12,0
1004028,40,1,49,4.3000002,0,2,16.4,0,16,0
1004028,390,0,49,4.3000002,0,2,16.4,0,16,0
1004028,190,0,49,4.3000002,0,2,16.4,0,16,0
1004028,290,0,49,4.3000002,0,2,16.4,0,16,0
1004028,490,0,49,4.3000002,0,2,16.4,0,16,0
1004028,240,0,49,4.3000002,0,2,16.4,0,16,0
1004028,140,0,49,4.3000002,0,2,16.4,0,16,0
1004028,90,0,49,4.3000002,0,2,16.4,0,16,0
1004029,290,0,37,908.31665,0,1,6,16,16,0
1004029,490,0,37,908.31665,0,1,6,16,16,0
1004029,190,0,37,908.31665,0,1,6,16,16,0
1004029,140,0,37,908.31665,0,1,6,16,16,0
1004029,390,0,37,908.31665,0,1,6,16,16,0
