p_cotton_M,p_cumin_M,p_wheat_M,p_crop_planning_M,p_fertilizer_M,p_weather_M,p_irrigation_M,p_pest_management_M,pct_p_cotton_M,pct_p_cumin_M,pct_p_wheat_M,pct_p_crop_planning_M,pct_p_fertilizer_M,pct_p_weather_M,pct_p_irrigation_M,pct_p_pest_management_M,p_cotton_E,p_cumin_E,p_wheat_E,p_crop_planning_E,p_fertilizer_E,p_weather_E,p_irrigation_E,p_pest_management_E,pct_p_cotton_E,pct_p_cumin_E,pct_p_wheat_E,pct_p_crop_planning_E,pct_p_fertilizer_E,pct_p_weather_E,pct_p_irrigation_E,pct_p_pest_management_E,q_cotton_M,q_cumin_M,q_wheat_M,q_crop_planning_M,q_fertilizer_M,q_irrigation_M,q_pest_management_M,q_weather_M,pct_q_cotton_M,pct_q_cumin_M,pct_q_wheat_M,pct_q_crop_planning_M,pct_q_fertilizer_M,pct_q_irrigation_M,pct_q_pest_management_M,pct_q_weather_M,q_cotton_E,q_cumin_E,q_wheat_E,q_crop_planning_E,q_fertilizer_E,q_irrigation_E,q_pest_management_E,q_weather_E,pct_q_cotton_E,pct_q_cumin_E,pct_q_wheat_E,pct_q_crop_planning_E,pct_q_fertilizer_E,pct_q_irrigation_E,pct_q_pest_management_E,pct_q_weather_E,varnames,varlabels
30,15,11,30,13,10,2,23,.68181819,.34090909,.25,.68181819,.29545453,.22727273,.045454547,.52272725,59,36,27,64,32,26,5,73,.62105262,.37894738,.28421053,.67368424,.33684212,.2736842,.052631579,.76842105,679,80,26,197,106,12,739,66,.49562043,.05839416,.018978102,.14379562,.07737226,.0087591242,.53941607,.048175182,960,151,43,363,154,21,1126,88,.46176046,.072631076,.02068302,.17460318,.074074075,.01010101,.54160655,.042328041,,
